Term,es,nes,pval,fdr,geneset_size,matched_size,genes
S-adenosylmethionine-dependent Methyltransferase Activity (GO:0008757),0.17081466953977986,0.6324379884632367,0.9786476868327402,0.9889738684315675,55,52,"NTMT2,DNMT3B,KMT2A,LIN9,NSUN4,ICMT,THUMPD3,DNMT1,CARNMT1,INMT,METTL18,SUV39H1,PEMT,DNMT3A,FBLL1,PRMT8,TMT1A,TMT1B,MEPCE,PCMTD2,SMYD2,NNMT,COMTD1,COQ3,METTL8,KMT5A,SETD3,PRMT7,CSKMT,TARBP1,METTL4,METTL2B,HNMT,HEMK1,RRP8,FTSJ1,DPH5,METTL9,COMT,PCMT1,FBL,NTMT1,PCMTD1,TRMT2A,TPMT,TRMT2B,THUMPD2,AS3MT,GAMT,GNMT,LCMT1,SETD9"
Alcohol Dehydrogenase (NAD+) Activity (GO:0004022),0.23291608574925166,0.6588163933369378,0.8990654205607477,0.990026699252765,21,16,"HSD17B6,RDH12,SDR9C7,ADH5,SORD,RDH11,RDH5,AKR1A1,DHRS9,RDH10,DHRS3,AKR1C3,RDH16,ADHFE1,DHRS7C,ADH1C"
DNA Polymerase Binding (GO:0070182),0.21691256334966166,0.6356168922029648,0.9468690702087287,0.9905888269428499,20,20,"SMG6,SMARCA4,HSP90AA1,FANCD2,FANCI,NAT10,RTEL1,CDT1,RAD51,PTGES3,HSP90AB1,LONP1,HMGB1,PCNA,HNRNPA2B1,NHEJ1,POLG2,PAXX,NABP2,CDK2AP1"
"Phosphotransferase Activity, Phosphate Group as Acceptor (GO:0016776)",0.2103600700075094,0.6521603787298236,0.933579335793358,0.9910058945397624,26,25,"IP6K3,ITPKA,NME6,PPIP5K2,NME4,PPIP5K1,CMPK2,NME1,DTYMK,ITPKC,IP6K1,ITPKB,IP6K2,AK6,UAP1,AK4,NME2,AK7,AK9,NME3,CMPK1,PMVK,AK3,NME7,AK8"
Poly-Pyrimidine Tract Binding (GO:0008187),-0.15639509486781714,-0.49522248233080485,0.9976798143851509,0.9963389458744597,25,23,"PATL1,PABPC4L,PTBP1,DIS3L2,RBMS2,PABPC4,RBM11,PABPC1,RBMS1,KHDRBS1,FMR1,HNRNPU,PABPC1L,HNRNPH1,HNRNPC,PNPT1,DAZAP1,IFIT5,SSB,PABPC5,MCRS1,U2AF2,RBMS3"
Syntaxin Binding (GO:0019905),0.1260815299293046,0.4565372019717963,0.9982638888888888,0.9984023140548552,46,44,"SYT6,STXBP5,ABL1,STX6,SNAP29,STXBP2,NAPB,SNAP25,NAPSA,RAB11A,VAMP8,NSF,GOLGA2,TMED9,VAMP1,DAPK1,STX7,STX16,UNC13B,VPS54,STXBP1,VAMP3,VPS52,SCFD1,VPS11,SNAP23,PRRT2,NAPG,SNPH,BAIAP3,VPS18,LRRK2,TMED10,STXBP4,STXBP3,VAMP2,UNC13A,CACNA1A,SYT1,SNAP47,STX8,STX10,PTPN2,BLOC1S6"
pre-mRNA Binding (GO:0036002),-0.2871496569013329,-1.034021650954636,0.3741496598639456,1.0,33,33,"PRPF8,PTBP1,CELF3,CELF4,CELF1,ZC3H14,SLU7,SLBP,HNRNPL,RBM20,U2AF1,RBPMS,ERI1,CELF2,TRA2B,HNRNPU,RNPC3,RBM24,RBM22,RBM41,PRPF39,TARBP2,HNRNPA1,DDX5,U2AF1L4,SRSF6,U2AF2,SNRPC,SRSF3,ZRSR2,RBM7,CELF5,RBM4"
poly(U) RNA Binding (GO:0008266),0.1529616207935079,0.46313181473393744,0.9964476021314387,1.0,22,20,"PATL1,PABPC4L,DIS3L2,RBMS2,PABPC4,RBM11,PABPC1,RBMS1,KHDRBS1,FMR1,PABPC1L,HNRNPH1,HNRNPC,PNPT1,DAZAP1,IFIT5,SSB,PABPC5,MCRS1,RBMS3"
poly(A) Binding (GO:0008143),-0.2368017779393623,-0.7363272197039648,0.8274231678486997,1.0,24,20,"PABPC4L,KHDRBS2,DDX3X,LARP4,RBMS2,PABPC4,ZC3H14,PABPC1,RBMS1,KHDRBS1,HNRNPU,PABPC1L,EIF4A3,TIA1,PPIE,PABPC5,PAN3,PABPN1,HNRNPDL,RBMS3"
mRNA Binding (GO:0003729),-0.18419027831143966,-0.9519299307939675,0.6210826210826211,1.0,310,286,"LIN28A,LIN28B,NICOL1,DHX33,NUP98,XPO5,NANOS1,SAMD4B,LARP1,IGF2BP1,AGO2,RC3H2,DDX6,PUM1,DCP1A,HDLBP,RBFOX1,SECISBP2L,STAU1,MYH10,CSDC2,IREB2,THOC5,PABPC4L,RBM15,GEMIN5,DHX36,KHDRBS2,EIF4G1,IGF2BP2,PTBP1,ADARB1,IGF2BP3,CELF3,CLUH,YTHDF3,ATXN2L,TPR,CELF4,DHX9,PCF11,EIF4G3,CAPRIN1,RBM47,THOC2,CPEB1,ESRP2,METTL3,DDX3X,CELF1,LARP4,PUM2,RBFOX2,RBMS2,LUC7L2,PCBP4,SRRM2,TYMS,RBM8A,AQR,LSM14B,SRRM3,ESRP1,LRPPRC,PABPC4,CSTF3,PKM,YTHDC1,DDX20,DDX19A,SUPT5H,ARC,KHSRP,EDC3,SF3B1,FUBP1,TUT1,ZC3H14,RNF40,ELAVL1,SYNCRIP,ATXN2,PABPC1,RBMS1,CCT5,CSTF2T,KHNYN,MSI2,MSI1,KHDRBS1,CSDE1,LARP6,SCAF8,NOVA2,SLBP,EIF4A1,UPF3B,RBMXL2,ACO1,EIF3A,FXR1,NYNRIN,HNRNPA3,HNRNPK,YTHDF2,DHFR,FXR2,ZC3H12C,HNRNPL,FMR1,FYTTD1,DDX23,RBM20,LSM14A,EIF4E2,HNRNPR,RBMX,YBX3,ETF1,CARHSP1,RBM25,RBM44,HNRNPAB,DDX3Y,NANOS3,CPSF7,G3BP2,POLDIP3,NCBP1,CPSF6,EIF4G2,RBPMS,DNAJC5,DDX50,RBM15B,NCBP3,STAU2,RSL1D1,CELF2,RIDA,HNRNPA2B1,SERBP1,DDX17,UNK,PTBP3,CSTF2,TRA2B,CPEB4,RBPMS2,SECISBP2,QKI,RC3H1,LSM8,HNRNPU,PABPC1L,DDX59,SHMT1,N4BP1,ANGEL1,SF1,RBM5,GNL3,DHFR2,DCP1B,NUDT21,MYEF2,FUBP3,HNRNPM,LARP4B,ALYREF,TARDBP,ZNF638,ANGEL2,CDC40,HNRNPA0,METTL14,DDX41,UPF3A,EIF4A3,RBM24,AUH,DDX39B,EIF4ENIF1,CPEB3,DDX19B,HNRNPC,EIF2S2,PARN,LUC7L3,DDX39A,EIF3D,RBM46,ELAVL2,YTHDF1,TIAL1,SRBD1,CNBP,TIA1,HNRNPLL,RPS2,SRSF1,SRSF7,BOLL,PCBP2,PPIE,PURB,MRPL12,GRSF1,SNRNP70,G3BP1,ZNF385A,RNPS1,UTP23,HNRNPA1,PCBP1,LUC7L,DAZAP1,RBM42,SRRM4,SSB,PABPC5,RNF20,DDX5,HNRNPA1L2,EIF4E,PARK7,NUDT16,SLC4A1AP,TP53,CIRBP,ZC3H12A,CALR,NCBP2,SNIP1,RPL5,PEG10,RPS5,RPS3,RPS7,MRPS7,RPL35,RPS26,C1QBP,PPP1R8,PUM3,NOVA1,SAMD4A,DND1,SRSF3,PTBP2,NOCT,MRPL13,DDX56,RSL24D1,KHDRBS3,ZC3H12B,CPEB2,CELF6,EIF2A,RPL13A,NELFE,ZFP36,RPS3A,PCBP3,RBM38,SNRNP35,RPL7,LSM1,RPS14,HNRNPA1L3,ZC3H12D,TDRD7,CELF5,DDX25,RPL26,RPL41,RBM4,NSRP1,RPS13,RBMS3,DXO,SHFL,SF3B6,ZFP36L1,DDX43,CRYZ"
mRNA 5'-UTR Binding (GO:0048027),-0.3511125295513387,-1.1183166893174568,0.28270042194092826,1.0,22,22,"LARP1,IGF2BP1,MYH10,DHX36,IGF2BP2,IGF2BP3,DDX3X,SYNCRIP,LARP6,FMR1,DNAJC5,RSL1D1,SHMT1,GNL3,UTP23,RPL5,RPS7,RPS3A,RPS14,RPL26,RPL41,RPS13"
mRNA 3'-UTR Binding (GO:0003730),-0.22714393254125412,-1.016662572514015,0.38717339667458434,1.0,105,95,"NICOL1,LARP1,IGF2BP1,PUM1,CPSF1,SECISBP2L,CSDC2,PABPC4L,GEMIN5,DHX36,ARID5A,IGF2BP2,IGF2BP3,ELAVL3,RBM47,CPEB1,CELF1,LARP4,PUM2,RBMS2,PCBP4,ILF3,LRPPRC,PABPC4,KHSRP,TUT1,ZC3H14,RNF40,ELAVL1,PABPC1,RBMS1,CCT5,FXR1,HNRNPA3,FXR2,FMR1,YBX3,CARHSP1,RBM44,RBPMS,RSL1D1,CELF2,HNRNPA2B1,SERBP1,CPEB4,SECISBP2,QKI,RC3H1,HNRNPU,PABPC1L,ANGEL1,NUDT21,LARP4B,TARDBP,ANGEL2,HNRNPA0,RBM24,AUH,CPEB3,EXOSC9,HNRNPC,PARN,ELAVL2,TIAL1,TIA1,BOLL,EXOSC7,MEX3D,ZNF385A,RNPS1,UTP23,HNRNPA1,DAZAP1,PABPC5,RNF20,DDX5,HNRNPA1L2,TP53,EXOSC8,CIRBP,ZC3H12A,RPL5,RPS7,DND1,CPEB2,ZFP36,RBM38,HNRNPA1L3,RPL41,RBM4,EXOSC4,RBMS3,ZFP36L2,ZFP36L1,CRYZ"
aminoacyl-tRNA Ligase Activity (GO:0004812),-0.17147537448318556,-0.6131818327853401,0.9745370370370371,1.0,38,38,"IARS1,DARS2,TARS1,TARS3,VARS1,LARS2,DARS1,MARS1,LARS1,RARS1,QARS1,CARS1,NARS1,WARS1,GARS1,YARS2,TARS2,EPRS1,IARS2,VARS2,FARSA,FARSB,NARS2,EARS2,PARS2,LRRC47,RARS2,SARS1,YARS1,MARS2,AARS2,KARS1,HARS1,DTD1,WARS2,FARS2,SARS2,CARS2"
Zinc Ion Transmembrane Transporter Activity (GO:0005385),-0.2350579030827295,-0.7643437005853548,0.8193832599118943,1.0,24,23,"SLC39A2,SLC30A5,SLC39A9,SLC30A2,SLC39A4,SLC39A10,SLC30A9,SLC39A14,SLC30A3,SLC39A1,SLC39A7,SLC30A6,SLC30A10,SLC39A8,SLC39A6,SLC39A13,SLC39A5,SLC30A7,SLC39A11,SLC30A1,SLC30A4,SLC30A8,SLC39A3"
Wide Pore Channel Activity (GO:0022829),-0.26904289139217263,-0.8165721090868393,0.738562091503268,1.0,30,18,"GSDMC,GJD2,GJA4,PANX1,GJA3,GJB3,PANX2,GSDMB,GJB7,GJA1,GJA5,GJB1,GJB2,GJC2,ZNF395,GSDME,GSDMD,GJD3"
ATPase Binding (GO:0051117),-0.22997651064024724,-0.9594772040513512,0.5404699738903395,1.0,74,72,"WFS1,ATP1B3,PSEN1,RDX,BRSK2,PGR,PRKD2,DERL1,EZR,SLN,VCPKMT,PIH1D1,ANK2,USP25,ATP6V0A2,RALA,ATP1B2,RALB,ATP6V0A1,PTPN3,TMTC4,ATP6V1E1,ANK1,SELENOS,DNAJB1,SRC,NCSTN,SLC2A13,TCIRG1,SNX10,PEX19,TOR1AIP1,CHMP4B,HRC,SNTA1,PDE4D,CAV1,SYVN1,TRPC1,ATP1B1,ATP6V0A4,S100A1,PPP3CA,FBL,TMEM106B,SNU13,ESR1,NKD2,PEX26,NOP58,NUFIP1,TOR1AIP2,BBC3,PLN,SLC26A9,EGFR,DNAJC10,UBXN6,NR1H2,METTL21A,GABARAPL2,ATXN3,TAF9,SVIP,CLPP,ZNHIT6,ATP6V1G1,TUNAR,UBXN1,AREG,ALDOB,ATP5IF1"
"4 Iron, 4 Sulfur Cluster Binding (GO:0051539)",-0.22569881104700454,-0.6676262128163872,0.9197247706422018,1.0,16,16,"IREB2,EXO5,RSAD2,POLR3F,ACO2,RSAD1,PRIM2,MOCS1,ETFDH,DPH2,SDHB,NUBPL,DPH1,NFU1,METTL17,ISCA2"
3'-5'-RNA Exonuclease Activity (GO:0000175),-0.21394123495596154,-0.7440505691242848,0.903370786516854,1.0,33,31,"EXOSC10,XRN2,DIS3L,DIS3L2,DIS3,ERI2,CNOT6,PDE12,TOE1,CNOT6L,HELZ2,USB1,ISG20,POLRMT,ERI1,REXO2,EXD2,EXOSC9,EXOSC2,PARN,PNPT1,EXOSC5,EXOSC7,CNOT8,EXOSC3,CNOT2,CNOT7,PAN3,NOCT,EXOSC4,MYG1"
RNA Polymerase Core Enzyme Binding (GO:0043175),-0.235019019479859,-0.8301543004906015,0.7054631828978623,1.0,33,33,"AGO2,CTR9,RPRD1B,ESRRB,NCOA3,SPTY2D1,DHX9,PCF11,RRN3,CCAR2,UVSSA,RPRD2,SCAF8,SMYD2,POLR2M,ELP2,ERCC5,RPRD1A,HNRNPU,RECQL5,ZNF326,URI1,CDC73,ERBB2,WDR43,SUPT4H1,WAC,RTRAF,GTF2B,PAF1,ELP4,MAF1,ELOF1"
RNA Polymerase Binding (GO:0070063),-0.35949321874489343,-1.045644530931067,0.4017094017094017,1.0,18,17,"CCNT1,PKN2,DHX9,TCERG1,ERCC6,BRCA1,NEDD4,PHRF1,SCAF8,YTHDC2,TAF10,CCNT2,PPIB,STOM,PABPN1,ZFP36,BIN1"
RNA Nuclease Activity (GO:0004540),-0.1725526105602115,-0.6979903022050291,0.9652777777777778,1.0,72,62,"SMG6,DICER1,RNASE13,AGO2,ENDOU,EXOSC10,RNASET2,DIS3L2,PIWIL2,CPSF3,AGO4,ELAC2,AGO3,RNASEH1,AZGP1,CNOT6,RNASE1,PDE12,ELAC1,KHNYN,ENDOG,NYNRIN,ZC3H12C,ERN2,RNASE6,RNASEK,ANKZF1,SND1,SLFN13,N4BP1,SAMHD1,EXOSC6,TSNAX,RNASEH2A,EXOSC1,DCPS,SLFN12,EXOSC9,EXOSC2,RNASEL,PIWIL4,EXOSC5,EXOG,EXOSC7,ANG,YBEY,RNASE10,LACTB2,ERN1,EXOSC3,EXOSC8,ZC3H12A,CNOT7,PPP1R8,INTS11,RNASE4,MBLAC1,ZC3H12B,ZC3H12D,RCL1,EXOSC4,NOB1"
"RNA Exonuclease Activity, Producing 5'-Phosphomonoesters (GO:0016896)",-0.17784052042073004,-0.6226653831884417,0.9623893805309734,1.0,32,30,"EXOSC10,XRN1,XRN2,DIS3L,DCP2,DIS3L2,CPSF3,DIS3,ERI2,PDE12,TOE1,CNOT6L,USB1,ISG20,POLRMT,ERI1,REXO2,EXD2,EXOSC9,EXOSC2,PARN,PNPT1,EXOSC5,EXOSC7,CNOT8,EXOSC3,CNOT7,NOCT,EXOSC4,MYG1"
RNA Endonuclease Activity (GO:0004521),-0.2647591645481885,-0.9576190522417082,0.5386363636363637,1.0,41,38,"SMG6,DICER1,AGO2,ENDOU,RNASET2,PIWIL2,CPSF3,AGO4,ELAC2,AGO3,KHNYN,ENDOG,NYNRIN,ZC3H12C,ERN2,RNASEK,RPP40,ANKZF1,RIDA,SND1,SLFN13,TSNAX,PLD6,RNASEL,PIWIL4,EXOG,ANG,YBEY,LACTB2,ERN1,ZC3H12A,INTS11,MBLAC1,ZC3H12B,ZC3H12D,ENDOV,RCL1,NOB1"
RNA Cap Binding (GO:0000339),-0.2713917185211541,-0.7926387367306107,0.7302631578947368,1.0,19,17,"LARP1,GEMIN5,EIF4G3,CYFIP1,EIF4A1,CYFIP2,EIF4E2,EIF4E3,NCBP1,NCBP3,DCPS,SNUPN,EIF3D,IFIT5,EIF4E,NCBP2,MCTS1"
R-SMAD Binding (GO:0070412),-0.2791718766492059,-0.8813751415322582,0.642369020501139,1.0,21,21,"TRIM33,PAX6,SMURF1,RGCC,DROSHA,FOXH1,MTMR4,PMEPA1,SMAD4,PPM1A,SMAD2,SMAD6,JUN,LDLRAD4,DDX5,STUB1,MEN1,SMAD3,PPARG,FOS,RANBP3"
Pyridoxal Phosphate Binding (GO:0030170),-0.23875724331936735,-0.7358452491865508,0.8307349665924276,1.0,20,19,"PSAT1,SHMT2,VSIG2,PYGM,PDXK,GLDC,ACCS,PYGB,SHMT1,CISD1,PLPBP,SRR,THNSL2,SBDS,OAT,FBF1,PYGL,AGXT,PNPO"
Proton Transmembrane Transporter Activity (GO:0015078),-0.24853142166769868,-0.8853056561406321,0.6573426573426573,1.0,41,34,"ATP6V1B2,SLC25A13,SLC47A1,SLC25A14,SLC18A3,SLC11A1,ATP6V1G2,UCP3,ATP6V1C1,UCP2,ATP6V1E1,SLC18A1,CTNS,SLC25A4,SLC4A11,ATP6V1B1,SLC46A1,OTOP3,SLC25A12,TMEM175,SLC11A2,ATP6V1F,SLC25A27,ATP5MC1,NOX5,ATP6V1A,SLC18B1,ATP6V1C2,DMAC2L,ATP6V0E2,STING1,ATP6V1E2,ATP6V1G1,ATP6V0E1"
Protein-Cysteine S-palmitoyltransferase Activity (GO:0019706),-0.2141020644556659,-0.6763781465974098,0.9282178217821783,1.0,23,22,"ZDHHC5,ZDHHC18,ZDHHC3,ZDHHC20,ZDHHC24,ZDHHC7,ZDHHC6,ZDHHC9,ZDHHC11B,ZDHHC8,ZDHHC22,ZDHHC2,ZDHHC21,ZDHHC12,ZDHHC23,ZDHHC11,YKT6,ZDHHC17,ZDHHC15,ZDHHC4,ZDHHC1,ZDHHC14"
Ribosome Binding (GO:0043022),-0.16979812968989408,-0.7364404096277483,0.9671717171717171,1.0,93,92,"MTOR,DHX33,LARP1,RICTOR,EIF1B,PTCD3,EIF2S1,GEMIN5,TMCO1,NOMO3,EFL1,BAG6,NOMO2,EIF3C,YTHDF3,DHX9,LTN1,CPEB1,MAP3K20,DDX3X,GUF1,SRP68,NOMO1,NEMF,NAA15,EIF4H,EEF2,SEC61A1,SRP72,FMR1,DNPEP,NME1,UNG,ETF1,LONP1,MTRES1,TTC5,PELO,CPSF6,ERI1,UQCC5,MRRF,NMD3,SERBP1,NCLN,CPEB4,GTPBP6,OXA1L,DNAJC2,ABCF1,SEC61A2,IGHMBP2,USP21,CCDC47,EIF4B,DHX29,MTRFR,MTIF2,ZNF598,SLFN12,CPEB3,TMEM223,EIF1,YTHDF1,ERAL1,RPSA,RBM3,SBDS,NAA16,ANG,IFRD2,DAPL1,G3BP1,NAA10,EIF6,ZC3H12A,SEC61G,SEC61B,PYM1,C1QBP,RACK1,HABP4,MAIP1,MALSU1,TMEM147,CPEB2,NPM1,EIF2A,MTIF3,SRP19,SHFL,MCTS1"
Retinoid Binding (GO:0005501),-0.2707587264044136,-0.846029675837695,0.7,1.0,32,22,"PTGDS,CRABP2,CYP2W1,ALDH1A2,LCN12,RBP5,RBP3,UGT2B7,CYP26A1,CYP26C1,CYP27C1,RXRA,RBP4,RIMBP2,NR2F2,CRABP1,RARA,CYP26B1,UGT2B15,RBP1,UGT2B4,SERPINA5"
Protein Phosphatase Inhibitor Activity (GO:0004864),-0.21780186000885154,-0.7498830895854566,0.864516129032258,1.0,34,31,"LMTK2,TPRN,PTN,CIP2A,TIPRL,IGFBP2,MGAT5,PPME1,YWHAB,PPP1R9B,LGALS3,PPP1R14B,PPP1R2,PPP1R14C,CABIN1,CRY2,ENSA,SET,SIRPA,PPP1R14A,HSP90B1,PPP1R1B,PPP4R4,PPP1R2B,MYOZ1,PPP1R8,RNF7,BOD1,PPP1R1A,PPP1R11,PABIR1"
Protein Phosphatase 1 Binding (GO:0008157),-0.38441993220387427,-1.1222420300439604,0.30434782608695654,1.0,19,16,"PHACTR4,PPP1R3D,TPRN,AKAP11,PPP1R9B,PPP1R3F,KCNQ1,PPP1R3G,PPP1R3E,PPP1R3A,PPP1R15A,SHOC2,PPP1R3C,PPP1R3B,SH3RF2,PPP1R11"
Potassium Channel Regulator Activity (GO:0015459),-0.23169024934136442,-0.8880778032330877,0.6462264150943396,1.0,53,49,"DRD2,KCNG1,KCNS1,LRRC26,DLG1,NEDD4L,KCNIP4,AKT1,ARPP19,KCNIP3,DPP10,SLC5A3,KCNMB4,KCNB1,LRRC38,KCNF1,LRRC55,KCNE2,KCNAB2,KCNE3,FLNA,KCNMB1,AMIGO1,KCNK2,KCNAB3,KCNE5,KCNB2,DRD4,SYNGAP1,DPP6,AKAP9,KCNE1,SGK3,ENSA,YWHAE,KCNAB1,CAV3,KCNE4,CHORDC1,LRRC52,KCNIP2,KCNIP1,SUMO1,KCNV1,KCNMB3,SGK1,ADRB2,KCNS3,KCNS2"
Polyubiquitin Modification-Dependent Protein Binding (GO:0031593),-0.22929184972878938,-0.9020413317016266,0.6447688564476886,1.0,56,54,"PRPF8,ATRIP,TAB3,BAG6,IKBKG,ASCC2,EPS15,OTUD7B,VCP,UBQLN4,RAD23B,ABRAXAS2,DZIP3,TNFAIP3,UBQLN1,UBQLN2,AFG2B,RNF31,OTUD7A,WDR81,AGAP3,ZRANB1,UFD1,OPTN,HDAC6,BRCC3,SPRTN,IKBKE,PARP10,RAD18,TAB2,MINDY2,DNAJB2,RAD23A,SQSTM1,RNF168,MPND,ZRANB3,RNF169,MINDY1,SHARPIN,TOM1,UBAC1,ZBTB1,BABAM2,FAAP20,UBQLNL,UBL7,PSMD4,ZFAND6,ZFAND2B,UIMC1,TNIP2,UBXN1"
Poly-Purine Tract Binding (GO:0070717),-0.17982870579876548,-0.5885833033889691,0.9711538461538461,1.0,30,26,"PATL1,PABPC4L,KHDRBS2,DDX3X,LARP4,RBMS2,PABPC4,ZC3H14,PABPC1,RBMS1,KHDRBS1,FMR1,HNRNPU,PABPC1L,EIF4A3,DDX1,PNPT1,TIA1,PPIE,DAZAP1,PABPC5,MCRS1,PAN3,PABPN1,HNRNPDL,RBMS3"
Phosphoric Diester Hydrolase Activity (GO:0008081),-0.2942681809886144,-1.1036029801279896,0.30455635491606714,1.0,44,42,"PLCL1,ENPP1,PLCE1,PLD2,PLCG1,PLCG2,FAM83B,PLCB3,PLCB1,SMPD4,PLCB4,GDPD5,NOTUM,GPLD1,PRKCSH,PLD3,SMPD1,GDPD1,GPCPD1,GDPD2,MPPE1,ENPP6,MPPED2,PLCXD2,NAPEPLD,PDIA3,GDE1,ENPP2,PDE11A,PLCXD1,SMPD3,PLD6,SMPDL3B,APEX2,SMPD2,PLCB2,SMPDL3A,TDP2,GDPD3,ENPP7,ENPP3,PLCXD3"
Phospholipase A2 Activity (GO:0004623),-0.3312197195374227,-1.0529467703806017,0.3648960739030023,1.0,31,21,"PLB1,PNPLA2,PLAAT1,PLA2G4C,PNPLA3,PLA2G4F,PLA2G10,PNPLA4,PLA2G1B,PLAAT4,PLA2G15,PRDX5,PNPLA8,PLA2G4A,PLA2G4B,PLA2G12A,PLA2G6,PLA2G7,PLAAT3,PLA2G5,PLA2G3"
Phosphatidylcholine Binding (GO:0031210),-0.2743093381713944,-0.9314007935233786,0.5944700460829493,1.0,29,26,"SESTD1,NF1,PCTP,SCARB2,PCYT1A,ESYT2,ESYT1,PITPNM2,PLTP,VDAC1,VDAC2,PITPNM1,RPE65,ESYT3,PITPNA,RNF103-CHMP3,PITPNB,APOC1,PCYT1B,RASGRP1,ANXA13,CETP,CHMP2A,APOA2,SERPINA5,APOA4"
Phosphatase Inhibitor Activity (GO:0019212),-0.25670811825760204,-0.8777753716665372,0.6464208242950108,1.0,31,30,"CTNND1,LMTK2,PTN,CIP2A,ARPP19,TIPRL,IGFBP2,MGAT5,PPME1,YWHAB,PPP1R9B,LGALS3,PPP1R2,CABIN1,CRY2,ENSA,SET,SIRPA,HSP90B1,URI1,PPP1R1B,PPP4R4,PPP1R2B,STYX,RNF7,BOD1,STYXL1,TESC,PPP1R11,PABIR1"
Palmitoyltransferase Activity (GO:0016409),-0.26876175163255006,-0.8920405701569873,0.6374695863746959,1.0,27,26,"ZDHHC5,ZDHHC18,ZDHHC3,ZDHHC20,ZDHHC24,ZDHHC7,ZDHHC6,ZDHHC9,ZDHHC16,ZDHHC11B,ZDHHC8,ZDHHC22,LRAT,ZDHHC2,ZDHHC21,ZDHHC12,ZDHHC23,ZDHHC11,HHAT,YKT6,ZDHHC17,ZDHHC15,ZDHHC4,ZDHHC1,ZDHHC13,ZDHHC14"
"Oxidoreductase Activity, Acting on the CH-OH Group of Donors, NAD or NADP as Acceptor (GO:0016616)",-0.24822316234022754,-1.0070270755652626,0.4375,1.0,70,60,"PCDHGA5,AKR1B10,HSD17B12,GPD1L,LDHA,HSD17B8,GPD1,ADH5,MDH2,HSD3B2,UBL4A,DHDH,HMGCR,RDH11,HSD17B13,DHRS2,DHRS7B,HSD17B4,PCDHB16,H6PD,GFUS,AKR1A1,LDHB,HPGD,MDH1,HSD17B14,PHGDH,KDSR,NSDHL,HSD3B7,UGDH,PRXL2B,RDH10,DCXR,MDH1B,IMPDH1,HADHA,CBR1,EHHADH,DHRS1,AKR1C3,BDH1,HSD17B11,HADHB,IMPDH2,HSD17B10,LDHD,CBR4,HADH,AKR1C1,GRHPR,PTGR1,BDH2,CRYL1,HIBADH,DHRS7C,DHRS7,DHRS4,LDHC,PCDHB11"
"Oxidoreductase Activity, Acting on the CH-CH Group of Donors, NAD or NADP as Acceptor (GO:0016628)",-0.27992650011036047,-0.8385099900842174,0.6931567328918322,1.0,19,19,"PTGR3,DHCR24,LBR,DHCR7,TECR,DECR2,PECR,TM7SF2,DHRSX,SRD5A3,PTGR2,BLVRB,PTGR1,BDH2,BLVRA,DECR1,TBXAS1,DPYD,AKR1C2"
O-acyltransferase Activity (GO:0008374),-0.17511364234276885,-0.607263303412466,0.9839449541284404,1.0,32,29,"GPAM,LPGAT1,PNPLA2,SOAT2,LPCAT1,GPAT4,LPCAT2,SOAT1,MBOAT7,PLAAT1,PLA2G4C,PNPLA3,PIGW,MBOAT2,GPAT2,LRAT,PNPLA4,LPCAT3,PLA2G15,PRDX5,HHAT,PLA2G4A,LCAT,TAFAZZIN,GPAT3,LPCAT4,CRLS1,LCLAT1,MBOAT1"
Nucleobase-Containing Compound Kinase Activity (GO:0019205),-0.24986556528626702,-0.7401482624447333,0.8362831858407079,1.0,20,19,"COLEC12,NME6,TK2,NT5C2,NME4,CMPK2,NME1,DTYMK,AK6,AK4,NME2,AK7,AK9,NME3,CMPK1,NOL9,AK3,NME7,AK8"
"Steroid Dehydrogenase Activity, Acting on the CH-OH Group of Donors, NAD or NADP as Acceptor (GO:0033764)",-0.26469325815226724,-0.8470242263932863,0.6869369369369369,1.0,24,22,"HSD17B6,SRD5A2,DHRS11,HSD17B8,HSD3B2,HSD17B4,RDH5,HSD17B7,DHRS9,HSD17B14,NSDHL,HSD3B7,AKR1C3,HSD17B11,RDH16,HSD17B10,AKR1C1,HSD17B1,HSD17B3,HSD17B2,AKR1C2,DHRS4"
Single-Stranded DNA Binding (GO:0003697),-0.13843426171707893,-0.5944770992260069,0.9925558312655087,1.0,97,93,"POLR1A,POU4F1,POLR1B,DHX36,NEIL3,CTC1,HMGB2,ERCC4,TOP3A,BRCA2,MEIOB,MCM8,DHX9,NABP1,TDP1,XPC,RAD23B,RECQL4,NUCKS1,SMC6,MMS22L,FUBP1,HSPD1,RTF1,WDR48,RBMS1,MAPT,HROB,SMC5,MSH2,BLM,MCM10,CDC45,RPA3,RAD51AP1,MCM3,MCM7,TOP1,RAD51B,FAM111A,MCM6,RAD52,RAD51,DDX11,MCM4,POT1,WBP11,MSH3,MLH1,LONP1,REXO4,HMGB1,SPRTN,FBH1,ERCC5,MCM5,MCM9,POLR3C,HMCES,POLA1,RAD23A,HNRNPU,SAMHD1,IGHMBP2,FUBP3,STN1,CRY2,RAD51D,ERCC1,TWNK,PMS2,RECQL,SWSAP1,PCBP2,HID1,PURA,PURB,RADX,HNRNPA1,PCBP1,SETMAR,SSBP2,PARK7,BIVM,RNF138,POLR2G,POLR2H,SSBP1,SUB1,HNRNPDL,TDP2,NABP2,TREX1"
